words,index,linuxWord,correctPOS,badClue
affidavit,13783,TRUE,TRUE,FALSE
raiser,13785,TRUE,TRUE,FALSE
rests,13786,TRUE,TRUE,FALSE
captors,13787,TRUE,TRUE,FALSE
packs,13789,TRUE,TRUE,FALSE
periodic,13790,TRUE,TRUE,FALSE
hangs,13791,TRUE,TRUE,FALSE
tow,13792,TRUE,TRUE,FALSE
visions,13793,TRUE,TRUE,FALSE
divisive,13794,TRUE,TRUE,FALSE
attendant,13797,TRUE,TRUE,FALSE
islander,13801,TRUE,TRUE,FALSE
aesthetic,13802,TRUE,TRUE,FALSE
downside,13803,TRUE,TRUE,FALSE
bureaucratic,13806,TRUE,TRUE,FALSE
conception,13807,TRUE,TRUE,FALSE
challengers,13808,TRUE,TRUE,FALSE
pillar,13809,TRUE,TRUE,FALSE
juniors,13810,TRUE,TRUE,FALSE
emphasizing,13813,TRUE,TRUE,FALSE
strive,13814,TRUE,TRUE,FALSE
avian,13816,TRUE,TRUE,FALSE
cookie,13817,TRUE,TRUE,FALSE
painters,13818,TRUE,TRUE,FALSE
spanning,13819,TRUE,TRUE,FALSE
injustice,13821,TRUE,TRUE,FALSE
meadows,13822,TRUE,TRUE,FALSE
heirs,13823,TRUE,TRUE,FALSE
crafts,13826,TRUE,TRUE,FALSE
slaughtered,13829,TRUE,TRUE,FALSE
lured,13830,TRUE,TRUE,FALSE
tuned,13831,TRUE,TRUE,FALSE
exposition,13832,TRUE,TRUE,FALSE
enclosed,13834,TRUE,TRUE,FALSE
collateral,13836,TRUE,TRUE,FALSE
photographic,13837,TRUE,TRUE,FALSE
encyclopedia,13838,TRUE,TRUE,FALSE
darker,13839,TRUE,TRUE,FALSE
cove,13840,TRUE,TRUE,FALSE
turtle,13842,TRUE,TRUE,FALSE
comparative,13843,TRUE,TRUE,FALSE
raft,13844,TRUE,TRUE,FALSE
processors,13845,TRUE,TRUE,FALSE
simpler,13846,TRUE,TRUE,FALSE
sacrifices,13849,TRUE,TRUE,FALSE
artery,13850,TRUE,TRUE,FALSE
onset,13851,TRUE,TRUE,FALSE
revoked,13853,TRUE,TRUE,FALSE
depths,13854,TRUE,TRUE,FALSE
devote,13856,TRUE,TRUE,FALSE
earmarked,13857,TRUE,TRUE,FALSE
suppression,13859,TRUE,TRUE,FALSE
akin,13860,TRUE,TRUE,FALSE
nineteenth,13861,TRUE,TRUE,FALSE
documentaries,13862,TRUE,TRUE,FALSE
moisture,13864,TRUE,TRUE,FALSE
infinite,13866,TRUE,TRUE,FALSE
sadness,13867,TRUE,TRUE,FALSE
evolving,13868,TRUE,TRUE,FALSE
escapes,13869,TRUE,TRUE,FALSE
duchess,13870,TRUE,TRUE,FALSE
harmed,13871,TRUE,TRUE,FALSE
surroundings,13873,TRUE,TRUE,FALSE
reversing,13875,TRUE,TRUE,FALSE
laundry,13876,TRUE,TRUE,FALSE
utmost,13880,TRUE,TRUE,FALSE
coliseum,13881,TRUE,TRUE,FALSE
relates,13885,TRUE,TRUE,FALSE
caller,13889,TRUE,TRUE,FALSE
slug,13890,TRUE,TRUE,FALSE
coconut,13891,TRUE,TRUE,FALSE
franchises,13892,TRUE,TRUE,FALSE
wishing,13893,TRUE,TRUE,FALSE
forums,13895,TRUE,TRUE,FALSE
mutiny,13896,TRUE,TRUE,FALSE
geared,13897,TRUE,TRUE,FALSE
imperative,13898,TRUE,TRUE,FALSE
outlaw,13899,TRUE,TRUE,FALSE
dreamed,13901,TRUE,TRUE,FALSE
restricting,13902,TRUE,TRUE,FALSE
greeting,13904,TRUE,TRUE,FALSE
astronomy,13906,TRUE,TRUE,FALSE
unresolved,13907,TRUE,TRUE,FALSE
italics,13908,TRUE,TRUE,FALSE
emergencies,13909,TRUE,TRUE,FALSE
realization,13910,TRUE,TRUE,FALSE
bounds,13911,TRUE,TRUE,FALSE
introduces,13912,TRUE,TRUE,FALSE
currents,13913,TRUE,TRUE,FALSE
concerted,13915,TRUE,TRUE,FALSE
royalties,13918,TRUE,TRUE,FALSE
regiments,13920,TRUE,TRUE,FALSE
transmitter,13921,TRUE,TRUE,FALSE
crafted,13922,TRUE,TRUE,FALSE
fencing,13923,TRUE,TRUE,FALSE
outdated,13924,TRUE,TRUE,FALSE
squash,13925,TRUE,TRUE,FALSE
classmates,13926,TRUE,TRUE,FALSE
peasant,13927,TRUE,TRUE,FALSE
modes,13931,TRUE,TRUE,FALSE
adjoining,13932,TRUE,TRUE,FALSE
coined,13933,TRUE,TRUE,FALSE
loads,13935,TRUE,TRUE,FALSE
thwart,13937,TRUE,TRUE,FALSE
specifications,13941,TRUE,TRUE,FALSE
peanut,13944,TRUE,TRUE,FALSE
patrolled,13945,TRUE,TRUE,FALSE
infringement,13948,TRUE,TRUE,FALSE
chassis,13950,TRUE,TRUE,FALSE
anatomy,13952,TRUE,TRUE,FALSE
lax,13954,TRUE,TRUE,FALSE
commuters,13956,TRUE,TRUE,FALSE
dwindling,13958,TRUE,TRUE,FALSE
discretion,13962,TRUE,TRUE,FALSE
directory,13964,TRUE,TRUE,FALSE
equals,13965,TRUE,TRUE,FALSE
spouses,13967,TRUE,TRUE,FALSE
richer,13968,TRUE,TRUE,FALSE
obsolete,13969,TRUE,TRUE,FALSE
dimensional,13970,TRUE,TRUE,FALSE
wildcats,13972,TRUE,TRUE,FALSE
nitrogen,13974,TRUE,TRUE,FALSE
gravel,13976,TRUE,TRUE,FALSE
rattled,13977,TRUE,TRUE,FALSE
divides,13978,TRUE,TRUE,FALSE
abbreviated,13980,TRUE,TRUE,FALSE
suppress,13981,TRUE,TRUE,FALSE
snatched,13984,TRUE,TRUE,FALSE
directorate,13986,TRUE,TRUE,FALSE
coaster,13988,TRUE,TRUE,FALSE
humiliating,13990,TRUE,TRUE,FALSE
monsoon,13992,TRUE,TRUE,FALSE
parachute,13993,TRUE,TRUE,FALSE
waist,13995,TRUE,TRUE,FALSE
disguised,13996,TRUE,TRUE,FALSE
wedge,14000,TRUE,TRUE,FALSE
duchy,14001,TRUE,TRUE,FALSE
doctoral,14004,TRUE,TRUE,FALSE
bordered,14005,TRUE,TRUE,FALSE
messenger,14006,TRUE,TRUE,FALSE
playground,14007,TRUE,TRUE,FALSE
sneak,14008,TRUE,TRUE,FALSE
faulty,14010,TRUE,TRUE,FALSE
rods,14011,TRUE,TRUE,FALSE
succeeds,14015,TRUE,TRUE,FALSE
leasing,14017,TRUE,TRUE,FALSE
uphill,14018,TRUE,TRUE,FALSE
concord,14019,TRUE,TRUE,FALSE
punched,14020,TRUE,TRUE,FALSE
additions,14022,TRUE,TRUE,FALSE
importing,14023,TRUE,TRUE,FALSE
probes,14025,TRUE,TRUE,FALSE
terrace,14026,TRUE,TRUE,FALSE
supplements,14027,TRUE,TRUE,FALSE
conducts,14028,TRUE,TRUE,FALSE
gut,14030,TRUE,TRUE,FALSE
pleading,14031,TRUE,TRUE,FALSE
beginnings,14033,TRUE,TRUE,FALSE
cute,14034,TRUE,TRUE,FALSE
chili,14035,TRUE,TRUE,FALSE
hardship,14037,TRUE,TRUE,FALSE
useless,14038,TRUE,TRUE,FALSE
watchers,14040,TRUE,TRUE,FALSE
equations,14042,TRUE,TRUE,FALSE
whipped,14043,TRUE,TRUE,FALSE
fascist,14045,TRUE,TRUE,FALSE
medics,14047,TRUE,TRUE,FALSE
exposing,14049,TRUE,TRUE,FALSE
inflationary,14053,TRUE,TRUE,FALSE
landscapes,14055,TRUE,TRUE,FALSE
banquet,14059,TRUE,TRUE,FALSE
formations,14062,TRUE,TRUE,FALSE
stellar,14064,TRUE,TRUE,FALSE
synopsis,14065,TRUE,TRUE,FALSE
rigging,14066,TRUE,TRUE,FALSE
stricter,14069,TRUE,TRUE,FALSE
velvet,14070,TRUE,TRUE,FALSE
initiate,14071,TRUE,TRUE,FALSE
improvised,14072,TRUE,TRUE,FALSE
starvation,14076,TRUE,TRUE,FALSE
feathers,14077,TRUE,TRUE,FALSE
alphabet,14079,TRUE,TRUE,FALSE
zinc,14081,TRUE,TRUE,FALSE
supervisory,14083,TRUE,TRUE,FALSE
reconcile,14085,TRUE,TRUE,FALSE
skirt,14087,TRUE,TRUE,FALSE
resisting,14089,TRUE,TRUE,FALSE
etymology,14091,TRUE,TRUE,FALSE
gestures,14092,TRUE,TRUE,FALSE
interpret,14094,TRUE,TRUE,FALSE
aisle,14095,TRUE,TRUE,FALSE
detain,14098,TRUE,TRUE,FALSE
stereo,14099,TRUE,TRUE,FALSE
communion,14100,TRUE,TRUE,FALSE
fade,14101,TRUE,TRUE,FALSE
mollusk,14102,TRUE,TRUE,FALSE
calf,14106,TRUE,TRUE,FALSE
frightening,14108,TRUE,TRUE,FALSE
slams,14111,TRUE,TRUE,FALSE
pontiff,14112,TRUE,TRUE,FALSE
calculate,14114,TRUE,TRUE,FALSE
companions,14115,TRUE,TRUE,FALSE
terrestrial,14118,TRUE,TRUE,FALSE
lacrosse,14119,TRUE,TRUE,FALSE
culinary,14121,TRUE,TRUE,FALSE
forgiveness,14122,TRUE,TRUE,FALSE
persist,14123,TRUE,TRUE,FALSE
offs,14124,TRUE,TRUE,FALSE
parkway,14127,TRUE,TRUE,FALSE
paving,14128,TRUE,TRUE,FALSE
hut,14132,TRUE,TRUE,FALSE
backbone,14134,TRUE,TRUE,FALSE
lush,14135,TRUE,TRUE,FALSE
exhaust,14136,TRUE,TRUE,FALSE
extortion,14139,TRUE,TRUE,FALSE
validity,14140,TRUE,TRUE,FALSE
collaborative,14141,TRUE,TRUE,FALSE
jewel,14142,TRUE,TRUE,FALSE
disadvantage,14144,TRUE,TRUE,FALSE
discounted,14150,TRUE,TRUE,FALSE
overdue,14151,TRUE,TRUE,FALSE
gunshot,14152,TRUE,TRUE,FALSE
unveil,14154,TRUE,TRUE,FALSE
thwarted,14159,TRUE,TRUE,FALSE
curling,14164,TRUE,TRUE,FALSE
needle,14165,TRUE,TRUE,FALSE
contestant,14166,TRUE,TRUE,FALSE
coincidence,14167,TRUE,TRUE,FALSE
scramble,14171,TRUE,TRUE,FALSE
submerged,14174,TRUE,TRUE,FALSE
convict,14175,TRUE,TRUE,FALSE
hornets,14177,TRUE,TRUE,FALSE
macintosh,14179,TRUE,TRUE,FALSE
appellate,14180,TRUE,TRUE,FALSE
munitions,14181,TRUE,TRUE,FALSE
calcium,14184,TRUE,TRUE,FALSE
susceptible,14186,TRUE,TRUE,FALSE
secretaries,14187,TRUE,TRUE,FALSE
wrecked,14188,TRUE,TRUE,FALSE
outsider,14189,TRUE,TRUE,FALSE
hazards,14191,TRUE,TRUE,FALSE
improves,14192,TRUE,TRUE,FALSE
reforming,14193,TRUE,TRUE,FALSE
grabbing,14194,TRUE,TRUE,FALSE
streaming,14195,TRUE,TRUE,FALSE
calculation,14196,TRUE,TRUE,FALSE
undertook,14197,TRUE,TRUE,FALSE
diversified,14199,TRUE,TRUE,FALSE
wards,14201,TRUE,TRUE,FALSE
snails,14203,TRUE,TRUE,FALSE
divert,14204,TRUE,TRUE,FALSE
amber,14208,TRUE,TRUE,FALSE
confessions,14209,TRUE,TRUE,FALSE
patches,14210,TRUE,TRUE,FALSE
fielded,14211,TRUE,TRUE,FALSE
notch,14213,TRUE,TRUE,FALSE
inflated,14214,TRUE,TRUE,FALSE
racer,14217,TRUE,TRUE,FALSE
doe,14220,TRUE,TRUE,FALSE
humanities,14221,TRUE,TRUE,FALSE
golfers,14222,TRUE,TRUE,FALSE
biased,14223,TRUE,TRUE,FALSE
extracted,14224,TRUE,TRUE,FALSE
stray,14228,TRUE,TRUE,FALSE
bumper,14229,TRUE,TRUE,FALSE
illustrate,14235,TRUE,TRUE,FALSE
sensible,14238,TRUE,TRUE,FALSE
textbooks,14240,TRUE,TRUE,FALSE
evaluating,14242,TRUE,TRUE,FALSE
greet,14243,TRUE,TRUE,FALSE
corpse,14245,TRUE,TRUE,FALSE
railroads,14247,TRUE,TRUE,FALSE
controversies,14253,TRUE,TRUE,FALSE
sperm,14254,TRUE,TRUE,FALSE
pike,14255,TRUE,TRUE,FALSE
nursery,14256,TRUE,TRUE,FALSE
incidence,14257,TRUE,TRUE,FALSE
rumor,14259,TRUE,TRUE,FALSE
mankind,14260,TRUE,TRUE,FALSE
tripled,14262,TRUE,TRUE,FALSE
demon,14265,TRUE,TRUE,FALSE
niece,14268,TRUE,TRUE,FALSE
soar,14269,TRUE,TRUE,FALSE
drone,14270,TRUE,TRUE,FALSE
redevelopment,14272,TRUE,TRUE,FALSE
raged,14274,TRUE,TRUE,FALSE
discarded,14276,TRUE,TRUE,FALSE
mechanic,14278,TRUE,TRUE,FALSE
inferior,14280,TRUE,TRUE,FALSE
nominal,14281,TRUE,TRUE,FALSE
conditional,14283,TRUE,TRUE,FALSE
subsidized,14284,TRUE,TRUE,FALSE
bullish,14286,TRUE,TRUE,FALSE
orphans,14287,TRUE,TRUE,FALSE
soaked,14289,TRUE,TRUE,FALSE
migrated,14290,TRUE,TRUE,FALSE
captains,14291,TRUE,TRUE,FALSE
smoked,14294,TRUE,TRUE,FALSE
heaviest,14296,TRUE,TRUE,FALSE
honorable,14301,TRUE,TRUE,FALSE
revise,14307,TRUE,TRUE,FALSE
monumental,14308,TRUE,TRUE,FALSE
reside,14309,TRUE,TRUE,FALSE
deferred,14310,TRUE,TRUE,FALSE
determines,14311,TRUE,TRUE,FALSE
indefinite,14312,TRUE,TRUE,FALSE
unmanned,14313,TRUE,TRUE,FALSE
freshmen,14315,TRUE,TRUE,FALSE
lava,14316,TRUE,TRUE,FALSE
expands,14321,TRUE,TRUE,FALSE
incorporating,14324,TRUE,TRUE,FALSE
bandits,14325,TRUE,TRUE,FALSE
motions,14326,TRUE,TRUE,FALSE
yielding,14327,TRUE,TRUE,FALSE
overcoming,14329,TRUE,TRUE,FALSE
capitalize,14331,TRUE,TRUE,FALSE
upgrades,14332,TRUE,TRUE,FALSE
phased,14334,TRUE,TRUE,FALSE
capitalization,14337,TRUE,TRUE,FALSE
analyzing,14338,TRUE,TRUE,FALSE
motel,14340,TRUE,TRUE,FALSE
insulting,14341,TRUE,TRUE,FALSE
educator,14342,TRUE,TRUE,FALSE
freeing,14343,TRUE,TRUE,FALSE
seismic,14344,TRUE,TRUE,FALSE
enthusiasts,14345,TRUE,TRUE,FALSE
finite,14347,TRUE,TRUE,FALSE
clearer,14348,TRUE,TRUE,FALSE
parcel,14349,TRUE,TRUE,FALSE
preferential,14350,TRUE,TRUE,FALSE
sonic,14351,TRUE,TRUE,FALSE
defying,14352,TRUE,TRUE,FALSE
descendant,14355,TRUE,TRUE,FALSE
magnet,14356,TRUE,TRUE,FALSE
shotgun,14357,TRUE,TRUE,FALSE
discusses,14360,TRUE,TRUE,FALSE
proportional,14361,TRUE,TRUE,FALSE
prayed,14363,TRUE,TRUE,FALSE
astronomical,14364,TRUE,TRUE,FALSE
derivative,14365,TRUE,TRUE,FALSE
atom,14368,TRUE,TRUE,FALSE
falcon,14370,TRUE,TRUE,FALSE
squadrons,14372,TRUE,TRUE,FALSE
merging,14374,TRUE,TRUE,FALSE
replica,14375,TRUE,TRUE,FALSE
lawless,14376,TRUE,TRUE,FALSE
icy,14377,TRUE,TRUE,FALSE
fond,14378,TRUE,TRUE,FALSE
sage,14381,TRUE,TRUE,FALSE
decay,14383,TRUE,TRUE,FALSE
bidders,14384,TRUE,TRUE,FALSE
vacated,14385,TRUE,TRUE,FALSE
soy,14387,TRUE,TRUE,FALSE
barbecue,14388,TRUE,TRUE,FALSE
admiration,14390,TRUE,TRUE,FALSE
amenities,14391,TRUE,TRUE,FALSE
severity,14394,TRUE,TRUE,FALSE
hourly,14396,TRUE,TRUE,FALSE
tankers,14397,TRUE,TRUE,FALSE
oceans,14399,TRUE,TRUE,FALSE
sorrow,14400,TRUE,TRUE,FALSE
thief,14403,TRUE,TRUE,FALSE
developmental,14404,TRUE,TRUE,FALSE
proprietary,14407,TRUE,TRUE,FALSE
servings,14408,TRUE,TRUE,FALSE
thread,14410,TRUE,TRUE,FALSE
convent,14414,TRUE,TRUE,FALSE
slips,14418,TRUE,TRUE,FALSE
needy,14420,TRUE,TRUE,FALSE
mammoth,14421,TRUE,TRUE,FALSE
muddy,14422,TRUE,TRUE,FALSE
reclaim,14424,TRUE,TRUE,FALSE
circulating,14426,TRUE,TRUE,FALSE
naive,14428,TRUE,TRUE,FALSE
pessimistic,14429,TRUE,TRUE,FALSE
onslaught,14430,TRUE,TRUE,FALSE
kits,14431,TRUE,TRUE,FALSE
defect,14433,TRUE,TRUE,FALSE
brisk,14436,TRUE,TRUE,FALSE
stemmed,14439,TRUE,TRUE,FALSE
arranging,14441,TRUE,TRUE,FALSE
lid,14442,TRUE,TRUE,FALSE
precursor,14443,TRUE,TRUE,FALSE
beverages,14445,TRUE,TRUE,FALSE
accumulate,14446,TRUE,TRUE,FALSE
decoration,14447,TRUE,TRUE,FALSE
curiosity,14448,TRUE,TRUE,FALSE
presentations,14449,TRUE,TRUE,FALSE
bracket,14450,TRUE,TRUE,FALSE
preaching,14451,TRUE,TRUE,FALSE
pastoral,14452,TRUE,TRUE,FALSE
bribe,14453,TRUE,TRUE,FALSE
gorge,14454,TRUE,TRUE,FALSE
selections,14456,TRUE,TRUE,FALSE
towering,14458,TRUE,TRUE,FALSE
emblem,14460,TRUE,TRUE,FALSE
abolition,14461,TRUE,TRUE,FALSE
wee,14462,TRUE,TRUE,FALSE
mentioning,14463,TRUE,TRUE,FALSE
frequencies,14464,TRUE,TRUE,FALSE
utilized,14466,TRUE,TRUE,FALSE
eradicate,14470,TRUE,TRUE,FALSE
auditors,14471,TRUE,TRUE,FALSE
patty,14472,TRUE,TRUE,FALSE
amassed,14473,TRUE,TRUE,FALSE
resemblance,14481,TRUE,TRUE,FALSE
suspending,14484,TRUE,TRUE,FALSE
plaintiff,14486,TRUE,TRUE,FALSE
cosmetics,14487,TRUE,TRUE,FALSE
rehearsal,14489,TRUE,TRUE,FALSE
turbulence,14494,TRUE,TRUE,FALSE
possesses,14495,TRUE,TRUE,FALSE
humiliation,14496,TRUE,TRUE,FALSE
detachment,14498,TRUE,TRUE,FALSE
dynamo,14499,TRUE,TRUE,FALSE
ringing,14501,TRUE,TRUE,FALSE
weddings,14502,TRUE,TRUE,FALSE
portraying,14510,TRUE,TRUE,FALSE
pioneered,14511,TRUE,TRUE,FALSE
exceeds,14513,TRUE,TRUE,FALSE
statutory,14515,TRUE,TRUE,FALSE
outlines,14518,TRUE,TRUE,FALSE
rip,14519,TRUE,TRUE,FALSE
switches,14520,TRUE,TRUE,FALSE
seriousness,14521,TRUE,TRUE,FALSE
sanction,14522,TRUE,TRUE,FALSE
thunderstorms,14523,TRUE,TRUE,FALSE
flotilla,14524,TRUE,TRUE,FALSE
tractor,14525,TRUE,TRUE,FALSE
platoon,14527,TRUE,TRUE,FALSE
booking,14528,TRUE,TRUE,FALSE
aquarium,14529,TRUE,TRUE,FALSE
cries,14530,TRUE,TRUE,FALSE
phenomena,14531,TRUE,TRUE,FALSE
coyotes,14534,TRUE,TRUE,FALSE
inaccurate,14536,TRUE,TRUE,FALSE
rebounding,14537,TRUE,TRUE,FALSE
auspices,14538,TRUE,TRUE,FALSE
perceptions,14539,TRUE,TRUE,FALSE
nails,14540,TRUE,TRUE,FALSE
textbook,14541,TRUE,TRUE,FALSE
culminated,14544,TRUE,TRUE,FALSE
responds,14545,TRUE,TRUE,FALSE
broaden,14546,TRUE,TRUE,FALSE
membrane,14548,TRUE,TRUE,FALSE
establishments,14549,TRUE,TRUE,FALSE
relocate,14550,TRUE,TRUE,FALSE
duet,14551,TRUE,TRUE,FALSE
outset,14557,TRUE,TRUE,FALSE
repertoire,14558,TRUE,TRUE,FALSE
boasted,14559,TRUE,TRUE,FALSE
honesty,14560,TRUE,TRUE,FALSE
cleansing,14562,TRUE,TRUE,FALSE
humane,14565,TRUE,TRUE,FALSE
uneven,14567,TRUE,TRUE,FALSE
ancestral,14569,TRUE,TRUE,FALSE
neat,14571,TRUE,TRUE,FALSE
redemption,14574,TRUE,TRUE,FALSE
grilled,14575,TRUE,TRUE,FALSE
simulation,14576,TRUE,TRUE,FALSE
focal,14578,TRUE,TRUE,FALSE
beaver,14581,TRUE,TRUE,FALSE
derailed,14583,TRUE,TRUE,FALSE
pounding,14584,TRUE,TRUE,FALSE
extensions,14586,TRUE,TRUE,FALSE
herbs,14587,TRUE,TRUE,FALSE
squares,14589,TRUE,TRUE,FALSE
dialects,14591,TRUE,TRUE,FALSE
atoms,14592,TRUE,TRUE,FALSE
vendor,14596,TRUE,TRUE,FALSE
receptor,14599,TRUE,TRUE,FALSE
probing,14601,TRUE,TRUE,FALSE
flush,14602,TRUE,TRUE,FALSE
eccentric,14603,TRUE,TRUE,FALSE
tiles,14604,TRUE,TRUE,FALSE
nucleus,14606,TRUE,TRUE,FALSE
avid,14607,TRUE,TRUE,FALSE
adjusting,14611,TRUE,TRUE,FALSE
identifies,14613,TRUE,TRUE,FALSE
separates,14614,TRUE,TRUE,FALSE
dominates,14615,TRUE,TRUE,FALSE
decorations,14617,TRUE,TRUE,FALSE
shrank,14618,TRUE,TRUE,FALSE
dismissing,14619,TRUE,TRUE,FALSE
poetic,14620,TRUE,TRUE,FALSE
yelled,14621,TRUE,TRUE,FALSE
dice,14622,TRUE,TRUE,FALSE
definitions,14623,TRUE,TRUE,FALSE
headache,14624,TRUE,TRUE,FALSE
proportions,14626,TRUE,TRUE,FALSE
realism,14627,TRUE,TRUE,FALSE
basics,14628,TRUE,TRUE,FALSE
abolish,14629,TRUE,TRUE,FALSE
fabulous,14631,TRUE,TRUE,FALSE
spokesmen,14632,TRUE,TRUE,FALSE
brace,14634,TRUE,TRUE,FALSE
convergence,14637,TRUE,TRUE,FALSE
echoing,14638,TRUE,TRUE,FALSE
tumble,14639,TRUE,TRUE,FALSE
vinegar,14640,TRUE,TRUE,FALSE
invites,14643,TRUE,TRUE,FALSE
nobility,14648,TRUE,TRUE,FALSE
suites,14649,TRUE,TRUE,FALSE
singular,14654,TRUE,TRUE,FALSE
secretive,14660,TRUE,TRUE,FALSE
liters,14661,TRUE,TRUE,FALSE
asbestos,14666,TRUE,TRUE,FALSE
notification,14675,TRUE,TRUE,FALSE
crusaders,14676,TRUE,TRUE,FALSE
suppressed,14677,TRUE,TRUE,FALSE
uncertainties,14678,TRUE,TRUE,FALSE
transcript,14680,TRUE,TRUE,FALSE
demons,14681,TRUE,TRUE,FALSE
hooker,14683,TRUE,TRUE,FALSE
revisions,14684,TRUE,TRUE,FALSE
breached,14686,TRUE,TRUE,FALSE
pros,14687,TRUE,TRUE,FALSE
perished,14688,TRUE,TRUE,FALSE
attach,14690,TRUE,TRUE,FALSE
wax,14691,TRUE,TRUE,FALSE
captures,14692,TRUE,TRUE,FALSE
salute,14693,TRUE,TRUE,FALSE
citrus,14695,TRUE,TRUE,FALSE
illegitimate,14697,TRUE,TRUE,FALSE
traumatic,14701,TRUE,TRUE,FALSE
peppers,14703,TRUE,TRUE,FALSE
botanical,14704,TRUE,TRUE,FALSE
coroner,14707,TRUE,TRUE,FALSE
draped,14711,TRUE,TRUE,FALSE
sunrise,14715,TRUE,TRUE,FALSE
councillor,14717,TRUE,TRUE,FALSE
embracing,14719,TRUE,TRUE,FALSE
directs,14720,TRUE,TRUE,FALSE
jammed,14721,TRUE,TRUE,FALSE
insect,14723,TRUE,TRUE,FALSE
awarding,14724,TRUE,TRUE,FALSE
bruised,14727,TRUE,TRUE,FALSE
unanswered,14729,TRUE,TRUE,FALSE
collapsing,14730,TRUE,TRUE,FALSE
slum,14731,TRUE,TRUE,FALSE
standardized,14732,TRUE,TRUE,FALSE
tandem,14733,TRUE,TRUE,FALSE
tolerated,14734,TRUE,TRUE,FALSE
cynical,14735,TRUE,TRUE,FALSE
polished,14737,TRUE,TRUE,FALSE
ozone,14738,TRUE,TRUE,FALSE
vein,14741,TRUE,TRUE,FALSE
confinement,14742,TRUE,TRUE,FALSE
chamberlain,14743,TRUE,TRUE,FALSE
breeze,14744,TRUE,TRUE,FALSE
aspiring,14745,TRUE,TRUE,FALSE
ghosts,14750,TRUE,TRUE,FALSE
blond,14754,TRUE,TRUE,FALSE
logs,14757,TRUE,TRUE,FALSE
prized,14758,TRUE,TRUE,FALSE
boon,14759,TRUE,TRUE,FALSE
polite,14761,TRUE,TRUE,FALSE
rusty,14762,TRUE,TRUE,FALSE
resigns,14763,TRUE,TRUE,FALSE
astonishing,14765,TRUE,TRUE,FALSE
accomplishment,14767,TRUE,TRUE,FALSE
differing,14769,TRUE,TRUE,FALSE
chaplain,14771,TRUE,TRUE,FALSE
punches,14772,TRUE,TRUE,FALSE
decreasing,14773,TRUE,TRUE,FALSE
ballroom,14775,TRUE,TRUE,FALSE
spans,14776,TRUE,TRUE,FALSE
helmets,14781,TRUE,TRUE,FALSE
gum,14785,TRUE,TRUE,FALSE
fracture,14786,TRUE,TRUE,FALSE
rotten,14787,TRUE,TRUE,FALSE
fared,14788,TRUE,TRUE,FALSE
shipbuilding,14789,TRUE,TRUE,FALSE
resigning,14792,TRUE,TRUE,FALSE
vans,14794,TRUE,TRUE,FALSE
crust,14795,TRUE,TRUE,FALSE
anthropology,14796,TRUE,TRUE,FALSE
thrive,14797,TRUE,TRUE,FALSE
statutes,14798,TRUE,TRUE,FALSE
climax,14800,TRUE,TRUE,FALSE
briefs,14802,TRUE,TRUE,FALSE
exert,14803,TRUE,TRUE,FALSE
comet,14806,TRUE,TRUE,FALSE
denouncing,14807,TRUE,TRUE,FALSE
folklore,14808,TRUE,TRUE,FALSE
unconditional,14809,TRUE,TRUE,FALSE
rendering,14810,TRUE,TRUE,FALSE
impetus,14811,TRUE,TRUE,FALSE
cafes,14812,TRUE,TRUE,FALSE
withdrawals,14813,TRUE,TRUE,FALSE
chilling,14815,TRUE,TRUE,FALSE
bounty,14816,TRUE,TRUE,FALSE
eleventh,14817,TRUE,TRUE,FALSE
apprentice,14819,TRUE,TRUE,FALSE
liberated,14820,TRUE,TRUE,FALSE
prudent,14825,TRUE,TRUE,FALSE
swelling,14826,TRUE,TRUE,FALSE
twilight,14827,TRUE,TRUE,FALSE
permitting,14828,TRUE,TRUE,FALSE
stump,14830,TRUE,TRUE,FALSE
ager,14831,TRUE,TRUE,FALSE
trailers,14832,TRUE,TRUE,FALSE
trusts,14834,TRUE,TRUE,FALSE
localities,14835,TRUE,TRUE,FALSE
databases,14836,TRUE,TRUE,FALSE
dominion,14838,TRUE,TRUE,FALSE
obey,14844,TRUE,TRUE,FALSE
noisy,14845,TRUE,TRUE,FALSE
contingency,14846,TRUE,TRUE,FALSE
modify,14847,TRUE,TRUE,FALSE
skirts,14848,TRUE,TRUE,FALSE
parentheses,14849,TRUE,TRUE,FALSE
charted,14850,TRUE,TRUE,FALSE
piles,14851,TRUE,TRUE,FALSE
wanderers,14852,TRUE,TRUE,FALSE
vacations,14853,TRUE,TRUE,FALSE
lamented,14854,TRUE,TRUE,FALSE
flanked,14861,TRUE,TRUE,FALSE
leaflets,14863,TRUE,TRUE,FALSE
melted,14864,TRUE,TRUE,FALSE
pinned,14865,TRUE,TRUE,FALSE
modification,14867,TRUE,TRUE,FALSE
openings,14868,TRUE,TRUE,FALSE
retrieved,14869,TRUE,TRUE,FALSE
purported,14871,TRUE,TRUE,FALSE
menace,14876,TRUE,TRUE,FALSE
upstairs,14877,TRUE,TRUE,FALSE
rocker,14879,TRUE,TRUE,FALSE
wrapping,14881,TRUE,TRUE,FALSE
provocation,14882,TRUE,TRUE,FALSE
manipulated,14885,TRUE,TRUE,FALSE
temper,14886,TRUE,TRUE,FALSE
gunners,14887,TRUE,TRUE,FALSE
warehouses,14888,TRUE,TRUE,FALSE
bilingual,14889,TRUE,TRUE,FALSE
